# "DislocationAnalysis.counts.BCC" "DislocationAnalysis.counts.CubicDiamond" "DislocationAnalysis.counts.FCC" "DislocationAnalysis.counts.HCP" "DislocationAnalysis.counts.HexagonalDiamond" "DislocationAnalysis.counts.OTHER" "DislocationAnalysis.length.other" "DislocationAnalysis.total_line_length" "Timestep" "WignerSeitz.interstitial_count" "WignerSeitz.vacancy_count" "DislocationAnalysis.length.1/2<110>" "DislocationAnalysis.length.1/3<111>" "DislocationAnalysis.length.1/6<110>" "DislocationAnalysis.length.1/6<112>" "Frame" "SourceFrame"
0 64000 0 0 0 0 0 0 5750 0 0 0 0 0 0 115 115 
0 64000 0 0 0 0 0 0 5800 0 0 0 0 0 0 116 116 
0 64000 0 0 0 0 0 0 5850 0 0 0 0 0 0 117 117 
0 64000 0 0 0 0 0 0 5900 0 0 0 0 0 0 118 118 
0 64000 0 0 0 0 0 0 5950 0 0 0 0 0 0 119 119 
0 64000 0 0 0 0 0 0 6000 0 0 0 0 0 0 120 120 
0 64000 0 0 0 0 0 0 6050 0 0 0 0 0 0 121 121 
0 64000 0 0 0 0 0 0 6100 0 0 0 0 0 0 122 122 
0 64000 0 0 0 0 0 0 6150 0 0 0 0 0 0 123 123 
0 64000 0 0 0 0 0 0 6200 0 0 0 0 0 0 124 124 
0 64000 0 0 0 0 0 0 6250 0 0 0 0 0 0 125 125 
0 64000 0 0 0 0 0 0 6300 0 0 0 0 0 0 126 126 
0 64000 0 0 0 0 0 0 6350 0 0 0 0 0 0 127 127 
0 64000 0 0 0 0 0 0 6400 0 0 0 0 0 0 128 128 
0 64000 0 0 0 0 0 0 6450 0 0 0 0 0 0 129 129 
0 64000 0 0 0 0 0 0 6500 0 0 0 0 0 0 130 130 
0 64000 0 0 0 0 0 0 6550 0 0 0 0 0 0 131 131 
0 64000 0 0 0 0 0 0 6600 0 0 0 0 0 0 132 132 
0 64000 0 0 0 0 0 0 6650 0 0 0 0 0 0 133 133 
0 64000 0 0 0 0 0 0 6700 0 0 0 0 0 0 134 134 
0 64000 0 0 0 0 0 0 6750 0 0 0 0 0 0 135 135 
0 64000 0 0 0 0 0 0 6800 0 0 0 0 0 0 136 136 
0 64000 0 0 0 0 0 0 6850 0 0 0 0 0 0 137 137 
0 64000 0 0 0 0 0 0 6900 0 0 0 0 0 0 138 138 
0 64000 0 0 0 0 0 0 6950 0 0 0 0 0 0 139 139 
0 64000 0 0 0 0 0 0 7000 0 0 0 0 0 0 140 140 
0 64000 0 0 0 0 0 0 7050 0 0 0 0 0 0 141 141 
0 64000 0 0 0 0 0 0 7100 0 0 0 0 0 0 142 142 
0 64000 0 0 0 0 0 0 7150 0 0 0 0 0 0 143 143 
0 64000 0 0 0 0 0 0 7200 0 0 0 0 0 0 144 144 
0 64000 0 0 0 0 0 0 7250 0 0 0 0 0 0 145 145 
0 64000 0 0 0 0 0 0 7300 0 0 0 0 0 0 146 146 
0 64000 0 0 0 0 0 0 7350 0 0 0 0 0 0 147 147 
0 64000 0 0 0 0 0 0 7400 0 0 0 0 0 0 148 148 
0 64000 0 0 0 0 0 0 7450 0 0 0 0 0 0 149 149 
0 64000 0 0 0 0 0 0 7500 0 0 0 0 0 0 150 150 
0 64000 0 0 0 0 0 0 7550 0 0 0 0 0 0 151 151 
0 64000 0 0 0 0 0 0 7600 0 0 0 0 0 0 152 152 
0 64000 0 0 0 0 0 0 7650 0 0 0 0 0 0 153 153 
0 64000 0 0 0 0 0 0 7700 0 0 0 0 0 0 154 154 
0 64000 0 0 0 0 0 0 7750 0 0 0 0 0 0 155 155 
0 64000 0 0 0 0 0 0 7800 0 0 0 0 0 0 156 156 
0 64000 0 0 0 0 0 0 7850 0 0 0 0 0 0 157 157 
0 64000 0 0 0 0 0 0 7900 0 0 0 0 0 0 158 158 
0 64000 0 0 0 0 0 0 7950 0 0 0 0 0 0 159 159 
0 64000 0 0 0 0 0 0 8000 0 0 0 0 0 0 160 160 
0 64000 0 0 0 0 0 0 8050 0 0 0 0 0 0 161 161 
0 64000 0 0 0 0 0 0 8100 0 0 0 0 0 0 162 162 
0 64000 0 0 0 0 0 0 8150 0 0 0 0 0 0 163 163 
0 64000 0 0 0 0 0 0 8200 0 0 0 0 0 0 164 164 
0 64000 0 0 0 0 0 0 8250 0 0 0 0 0 0 165 165 
0 64000 0 0 0 0 0 0 8300 0 0 0 0 0 0 166 166 
0 64000 0 0 0 0 0 0 8350 0 0 0 0 0 0 167 167 
0 64000 0 0 0 0 0 0 8400 0 0 0 0 0 0 168 168 
0 64000 0 0 0 0 0 0 8450 0 0 0 0 0 0 169 169 
0 64000 0 0 0 0 0 0 8500 0 0 0 0 0 0 170 170 
0 64000 0 0 0 0 0 0 8550 0 0 0 0 0 0 171 171 
0 64000 0 0 0 0 0 0 8600 0 0 0 0 0 0 172 172 
0 64000 0 0 0 0 0 0 8650 0 0 0 0 0 0 173 173 
0 64000 0 0 0 0 0 0 8700 0 0 0 0 0 0 174 174 
0 64000 0 0 0 0 0 0 8750 0 0 0 0 0 0 175 175 
0 64000 0 0 0 0 0 0 8800 0 0 0 0 0 0 176 176 
0 64000 0 0 0 0 0 0 8850 0 0 0 0 0 0 177 177 
0 64000 0 0 0 0 0 0 8900 0 0 0 0 0 0 178 178 
0 64000 0 0 0 0 0 0 8950 0 0 0 0 0 0 179 179 
0 64000 0 0 0 0 0 0 9000 0 0 0 0 0 0 180 180 
0 64000 0 0 0 0 0 0 9050 0 0 0 0 0 0 181 181 
0 64000 0 0 0 0 0 0 9100 0 0 0 0 0 0 182 182 
0 64000 0 0 0 0 0 0 9150 0 0 0 0 0 0 183 183 
0 64000 0 0 0 0 0 0 9200 0 0 0 0 0 0 184 184 
0 64000 0 0 0 0 0 0 9250 0 0 0 0 0 0 185 185 
0 64000 0 0 0 0 0 0 9300 0 0 0 0 0 0 186 186 
0 64000 0 0 0 0 0 0 9350 0 0 0 0 0 0 187 187 
0 64000 0 0 0 0 0 0 9400 0 0 0 0 0 0 188 188 
0 64000 0 0 0 0 0 0 9450 0 0 0 0 0 0 189 189 
0 64000 0 0 0 0 0 0 9500 0 0 0 0 0 0 190 190 
0 64000 0 0 0 0 0 0 9550 0 0 0 0 0 0 191 191 
0 64000 0 0 0 0 0 0 9600 0 0 0 0 0 0 192 192 
0 64000 0 0 0 0 0 0 9650 0 0 0 0 0 0 193 193 
0 64000 0 0 0 0 0 0 9700 0 0 0 0 0 0 194 194 
0 64000 0 0 0 0 0 0 9750 0 0 0 0 0 0 195 195 
0 64000 0 0 0 0 0 0 9800 0 0 0 0 0 0 196 196 
0 64000 0 0 0 0 0 0 9850 0 0 0 0 0 0 197 197 
0 64000 0 0 0 0 0 0 9900 0 0 0 0 0 0 198 198 
0 64000 0 0 0 0 0 0 9950 0 0 0 0 0 0 199 199 
0 64000 0 0 0 0 0 0 10000 0 0 0 0 0 0 200 200 
0 64000 0 0 0 0 0 0 10050 0 0 0 0 0 0 201 201 
0 64000 0 0 0 0 0 0 10100 0 0 0 0 0 0 202 202 
0 64000 0 0 0 0 0 0 10150 0 0 0 0 0 0 203 203 
0 64000 0 0 0 0 0 0 10200 0 0 0 0 0 0 204 204 
0 64000 0 0 0 0 0 0 10250 0 0 0 0 0 0 205 205 
0 64000 0 0 0 0 0 0 10300 0 0 0 0 0 0 206 206 
0 64000 0 0 0 0 0 0 10350 0 0 0 0 0 0 207 207 
0 64000 0 0 0 0 0 0 10400 0 0 0 0 0 0 208 208 
0 64000 0 0 0 0 0 0 10450 0 0 0 0 0 0 209 209 
0 64000 0 0 0 0 0 0 10500 0 0 0 0 0 0 210 210 
0 64000 0 0 0 0 0 0 10550 0 0 0 0 0 0 211 211 
0 64000 0 0 0 0 0 0 10600 0 0 0 0 0 0 212 212 
0 64000 0 0 0 0 0 0 10650 0 0 0 0 0 0 213 213 
0 64000 0 0 0 0 0 0 10700 0 0 0 0 0 0 214 214 
0 64000 0 0 0 0 0 0 10750 0 0 0 0 0 0 215 215 
0 64000 0 0 0 0 0 0 10800 0 0 0 0 0 0 216 216 
0 64000 0 0 0 0 0 0 10850 0 0 0 0 0 0 217 217 
0 64000 0 0 0 0 0 0 10900 0 0 0 0 0 0 218 218 
0 64000 0 0 0 0 0 0 10950 0 0 0 0 0 0 219 219 
0 64000 0 0 0 0 0 0 11000 0 0 0 0 0 0 220 220 
0 64000 0 0 0 0 0 0 11050 0 0 0 0 0 0 221 221 
0 64000 0 0 0 0 0 0 11100 0 0 0 0 0 0 222 222 
0 64000 0 0 0 0 0 0 11150 0 0 0 0 0 0 223 223 
0 64000 0 0 0 0 0 0 11200 0 0 0 0 0 0 224 224 
0 64000 0 0 0 0 0 0 11250 0 0 0 0 0 0 225 225 
0 64000 0 0 0 0 0 0 11300 0 0 0 0 0 0 226 226 
0 64000 0 0 0 0 0 0 11350 0 0 0 0 0 0 227 227 
0 64000 0 0 0 0 0 0 11400 0 0 0 0 0 0 228 228 
0 64000 0 0 0 0 0 0 11450 0 0 0 0 0 0 229 229 
0 64000 0 0 0 0 0 0 11500 0 0 0 0 0 0 230 230 
0 64000 0 0 0 0 0 0 11550 0 0 0 0 0 0 231 231 
0 64000 0 0 0 0 0 0 11600 0 0 0 0 0 0 232 232 
0 64000 0 0 0 0 0 0 11650 0 0 0 0 0 0 233 233 
0 64000 0 0 0 0 0 0 11700 0 0 0 0 0 0 234 234 
0 64000 0 0 0 0 0 0 11750 0 0 0 0 0 0 235 235 
0 64000 0 0 0 0 0 0 11800 0 0 0 0 0 0 236 236 
0 64000 0 0 0 0 0 0 11850 0 0 0 0 0 0 237 237 
0 64000 0 0 0 0 0 0 11900 0 0 0 0 0 0 238 238 
0 64000 0 0 0 0 0 0 11950 0 0 0 0 0 0 239 239 
0 64000 0 0 0 0 0 0 12000 0 0 0 0 0 0 240 240 
0 64000 0 0 0 0 0 0 12050 0 0 0 0 0 0 241 241 
0 64000 0 0 0 0 0 0 12100 0 0 0 0 0 0 242 242 
0 64000 0 0 0 0 0 0 12150 0 0 0 0 0 0 243 243 
0 64000 0 0 0 0 0 0 12200 0 0 0 0 0 0 244 244 
0 64000 0 0 0 0 0 0 12250 0 0 0 0 0 0 245 245 
0 64000 0 0 0 0 0 0 12300 0 0 0 0 0 0 246 246 
0 64000 0 0 0 0 0 0 12350 0 0 0 0 0 0 247 247 
0 64000 0 0 0 0 0 0 12400 0 0 0 0 0 0 248 248 
0 64000 0 0 0 0 0 0 12450 0 0 0 0 0 0 249 249 
0 64000 0 0 0 0 0 0 12500 0 0 0 0 0 0 250 250 
0 64000 0 0 0 0 0 0 12550 0 0 0 0 0 0 251 251 
0 64000 0 0 0 0 0 0 12600 0 0 0 0 0 0 252 252 
0 64000 0 0 0 0 0 0 12650 0 0 0 0 0 0 253 253 
0 64000 0 0 0 0 0 0 12700 0 0 0 0 0 0 254 254 
0 64000 0 0 0 0 0 0 12750 0 0 0 0 0 0 255 255 
0 64000 0 0 0 0 0 0 12800 0 0 0 0 0 0 256 256 
0 64000 0 0 0 0 0 0 12850 0 0 0 0 0 0 257 257 
0 64000 0 0 0 0 0 0 12900 0 0 0 0 0 0 258 258 
0 64000 0 0 0 0 0 0 12950 0 0 0 0 0 0 259 259 
0 64000 0 0 0 0 0 0 13000 0 0 0 0 0 0 260 260 
0 64000 0 0 0 0 0 0 13050 0 0 0 0 0 0 261 261 
0 64000 0 0 0 0 0 0 13100 0 0 0 0 0 0 262 262 
0 64000 0 0 0 0 0 0 13150 0 0 0 0 0 0 263 263 
0 64000 0 0 0 0 0 0 13200 0 0 0 0 0 0 264 264 
0 64000 0 0 0 0 0 0 13250 0 0 0 0 0 0 265 265 
0 64000 0 0 0 0 0 0 13300 0 0 0 0 0 0 266 266 
0 64000 0 0 0 0 0 0 13350 0 0 0 0 0 0 267 267 
0 64000 0 0 0 0 0 0 13400 0 0 0 0 0 0 268 268 
0 64000 0 0 0 0 0 0 13450 0 0 0 0 0 0 269 269 
0 64000 0 0 0 0 0 0 13500 0 0 0 0 0 0 270 270 
0 64000 0 0 0 0 0 0 13550 0 0 0 0 0 0 271 271 
0 64000 0 0 0 0 0 0 13600 0 0 0 0 0 0 272 272 
0 64000 0 0 0 0 0 0 13650 0 0 0 0 0 0 273 273 
0 64000 0 0 0 0 0 0 13700 0 0 0 0 0 0 274 274 
0 64000 0 0 0 0 0 0 13750 0 0 0 0 0 0 275 275 
0 64000 0 0 0 0 0 0 13800 0 0 0 0 0 0 276 276 
0 64000 0 0 0 0 0 0 13850 0 0 0 0 0 0 277 277 
0 64000 0 0 0 0 0 0 13900 0 0 0 0 0 0 278 278 
0 64000 0 0 0 0 0 0 13950 0 0 0 0 0 0 279 279 
0 64000 0 0 0 0 0 0 14000 0 0 0 0 0 0 280 280 
0 64000 0 0 0 0 0 0 14050 0 0 0 0 0 0 281 281 
0 64000 0 0 0 0 0 0 14100 0 0 0 0 0 0 282 282 
0 64000 0 0 0 0 0 0 14150 0 0 0 0 0 0 283 283 
0 64000 0 0 0 0 0 0 14200 0 0 0 0 0 0 284 284 
0 64000 0 0 0 0 0 0 14250 0 0 0 0 0 0 285 285 
0 64000 0 0 0 0 0 0 14300 0 0 0 0 0 0 286 286 
0 64000 0 0 0 0 0 0 14350 0 0 0 0 0 0 287 287 
0 64000 0 0 0 0 0 0 14400 0 0 0 0 0 0 288 288 
0 64000 0 0 0 0 0 0 14450 0 0 0 0 0 0 289 289 
0 64000 0 0 0 0 0 0 14500 0 0 0 0 0 0 290 290 
0 64000 0 0 0 0 0 0 14550 0 0 0 0 0 0 291 291 
0 64000 0 0 0 0 0 0 14600 0 0 0 0 0 0 292 292 
0 64000 0 0 0 0 0 0 14650 0 0 0 0 0 0 293 293 
0 64000 0 0 0 0 0 0 14700 0 0 0 0 0 0 294 294 
0 64000 0 0 0 0 0 0 14750 0 0 0 0 0 0 295 295 
0 64000 0 0 0 0 0 0 14800 0 0 0 0 0 0 296 296 
0 64000 0 0 0 0 0 0 14850 0 0 0 0 0 0 297 297 
0 64000 0 0 0 0 0 0 14900 0 0 0 0 0 0 298 298 
0 64000 0 0 0 0 0 0 14950 0 0 0 0 0 0 299 299 
0 64000 0 0 0 0 0 0 15000 0 0 0 0 0 0 300 300 
0 64000 0 0 0 0 0 0 15050 0 0 0 0 0 0 301 301 
0 64000 0 0 0 0 0 0 15100 0 0 0 0 0 0 302 302 
0 64000 0 0 0 0 0 0 15150 0 0 0 0 0 0 303 303 
0 64000 0 0 0 0 0 0 15200 0 0 0 0 0 0 304 304 
0 64000 0 0 0 0 0 0 15250 0 0 0 0 0 0 305 305 
0 64000 0 0 0 0 0 0 15300 0 0 0 0 0 0 306 306 
0 64000 0 0 0 0 0 0 15350 0 0 0 0 0 0 307 307 
0 64000 0 0 0 0 0 0 15400 0 0 0 0 0 0 308 308 
0 64000 0 0 0 0 0 0 15450 0 0 0 0 0 0 309 309 
0 64000 0 0 0 0 0 0 15500 0 0 0 0 0 0 310 310 
0 64000 0 0 0 0 0 0 15550 0 0 0 0 0 0 311 311 
0 64000 0 0 0 0 0 0 15600 0 0 0 0 0 0 312 312 
0 64000 0 0 0 0 0 0 15650 0 0 0 0 0 0 313 313 
0 64000 0 0 0 0 0 0 15700 0 0 0 0 0 0 314 314 
0 64000 0 0 0 0 0 0 15750 0 0 0 0 0 0 315 315 
0 64000 0 0 0 0 0 0 15800 0 0 0 0 0 0 316 316 
0 64000 0 0 0 0 0 0 15850 0 0 0 0 0 0 317 317 
0 64000 0 0 0 0 0 0 15900 0 0 0 0 0 0 318 318 
0 64000 0 0 0 0 0 0 15950 0 0 0 0 0 0 319 319 
0 64000 0 0 0 0 0 0 16000 0 0 0 0 0 0 320 320 
0 64000 0 0 0 0 0 0 16050 0 0 0 0 0 0 321 321 
0 64000 0 0 0 0 0 0 16100 0 0 0 0 0 0 322 322 
0 64000 0 0 0 0 0 0 16150 0 0 0 0 0 0 323 323 
0 64000 0 0 0 0 0 0 16200 0 0 0 0 0 0 324 324 
0 64000 0 0 0 0 0 0 16250 0 0 0 0 0 0 325 325 
0 64000 0 0 0 0 0 0 16300 0 0 0 0 0 0 326 326 
0 64000 0 0 0 0 0 0 16350 0 0 0 0 0 0 327 327 
0 64000 0 0 0 0 0 0 16400 0 0 0 0 0 0 328 328 
0 64000 0 0 0 0 0 0 16450 0 0 0 0 0 0 329 329 
0 64000 0 0 0 0 0 0 16500 0 0 0 0 0 0 330 330 
0 64000 0 0 0 0 0 0 16550 0 0 0 0 0 0 331 331 
0 64000 0 0 0 0 0 0 16600 0 0 0 0 0 0 332 332 
0 64000 0 0 0 0 0 0 16650 0 0 0 0 0 0 333 333 
0 64000 0 0 0 0 0 0 16700 0 0 0 0 0 0 334 334 
0 64000 0 0 0 0 0 0 16750 0 0 0 0 0 0 335 335 
0 64000 0 0 0 0 0 0 16800 0 0 0 0 0 0 336 336 
0 64000 0 0 0 0 0 0 16850 0 0 0 0 0 0 337 337 
0 64000 0 0 0 0 0 0 16900 0 0 0 0 0 0 338 338 
0 64000 0 0 0 0 0 0 16950 0 0 0 0 0 0 339 339 
0 64000 0 0 0 0 0 0 17000 0 0 0 0 0 0 340 340 
0 64000 0 0 0 0 0 0 17050 0 0 0 0 0 0 341 341 
0 64000 0 0 0 0 0 0 17100 0 0 0 0 0 0 342 342 
0 64000 0 0 0 0 0 0 17150 0 0 0 0 0 0 343 343 
0 64000 0 0 0 0 0 0 17200 0 0 0 0 0 0 344 344 
0 64000 0 0 0 0 0 0 17250 0 0 0 0 0 0 345 345 
0 64000 0 0 0 0 0 0 17300 0 0 0 0 0 0 346 346 
0 64000 0 0 0 0 0 0 17350 0 0 0 0 0 0 347 347 
0 64000 0 0 0 0 0 0 17400 0 0 0 0 0 0 348 348 
0 64000 0 0 0 0 0 0 17450 0 0 0 0 0 0 349 349 
0 64000 0 0 0 0 0 0 17500 0 0 0 0 0 0 350 350 
0 64000 0 0 0 0 0 0 17550 0 0 0 0 0 0 351 351 
0 64000 0 0 0 0 0 0 17600 0 0 0 0 0 0 352 352 
0 64000 0 0 0 0 0 0 17650 0 0 0 0 0 0 353 353 
0 64000 0 0 0 0 0 0 17700 0 0 0 0 0 0 354 354 
0 64000 0 0 0 0 0 0 17750 0 0 0 0 0 0 355 355 
0 64000 0 0 0 0 0 0 17800 0 0 0 0 0 0 356 356 
0 64000 0 0 0 0 0 0 17850 0 0 0 0 0 0 357 357 
0 64000 0 0 0 0 0 0 17900 0 0 0 0 0 0 358 358 
0 64000 0 0 0 0 0 0 17950 0 0 0 0 0 0 359 359 
0 64000 0 0 0 0 0 0 18000 0 0 0 0 0 0 360 360 
0 64000 0 0 0 0 0 0 18050 0 0 0 0 0 0 361 361 
0 64000 0 0 0 0 0 0 18100 0 0 0 0 0 0 362 362 
