
# ====================================
read_data       Output/data.2T-SiC_Modelled
Reading data file ...
  orthogonal box = (0 0 0) to (87.2 87.2 87.2)
  1 by 2 by 2 MPI processor grid
  reading atoms ...
  64000 atoms
  reading velocities ...
  64000 velocities
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:    0        0        0       
  special bond factors coul:  0        0        0       
     0 = max # of 1-2 neighbors
     0 = max # of 1-3 neighbors
     0 = max # of 1-4 neighbors
     1 = max # of special neighbors
  special bonds CPU = 0.004 seconds
  read_data CPU = 0.329 seconds
group           Center type 1 2
41089 atoms in group Center
group           Perim  type 3 4
22911 atoms in group Perim
# ====================================
pair_style      gw/zbl
pair_coeff      * *  potential/SiC.gw.zbl   C  Si   C   Si    C
Reading gw/zbl potential file potential/SiC.gw.zbl with DATE: 2016-05-06

# -- OR ---
# pair_style      tersoff/zbl
# pair_coeff      * *  potential/SiC.tersoff.zbl   C  Si   C   Si    C

# ====================================
velocity        all create 300 5287287
thermo_style    custom step temp epair press ke atoms time
thermo          50
thermo_modify   lost warn

######################################
# DUMP

dump            DUMP1 all custom 50 Output/dump-2T-SiC-GW-${trial}.lammpstrj id type xs ys zs x y z vx vy vz
dump            DUMP1 all custom 50 Output/dump-2T-SiC-GW-1.lammpstrj id type xs ys zs x y z vx vy vz
# dump            DUMP2 all yaml   50 Output/dump-2T-SiC-GW-${trial}.yaml id type x y z vx vy vz
# dump_modify     DUMP2 time yes units yes thermo yes

# -------------------------------------
fix             N1 all    npt temp 300 300 0.1 iso 0 0 0.1
run             4000
Neighbor list info ...
  update every 10 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 5
  ghost atom cutoff = 5
  binsize = 2.5, bins = 35 35 35
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair gw/zbl, perpetual
      attributes: full, newton on
      pair build: full/bin
      stencil: full/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 19.12 | 19.12 | 19.12 Mbytes
   Step          Temp          E_pair         Press          KinEng        Atoms         Time     
     10900   302.6002      -407864.56      776.75854      2503.2663          64000   10.9         
     10950   299.68968     -407841.52      659.0707       2479.1889          64000   10.95        
     11000   300.49338     -407848.68      719.27547      2485.8375          64000   11           
     11050   299.47766     -407840.61      611.27715      2477.4349          64000   11.05        
     11100   300.11745     -407846.5       688.6552       2482.7276          64000   11.1         
     11150   299.96289     -407845.4       718.08919      2481.449           64000   11.15        
     11200   299.828       -407844.31      589.33295      2480.3331          64000   11.2         
     11250   301.96901     -407861.61      907.75246      2498.0446          64000   11.25        
     11300   298.57648     -407833.36      580.39442      2469.9799          64000   11.3         
     11350   301.06188     -407853.5       592.66494      2490.5404          64000   11.35        
     11400   298.97999     -407837.02      729.15111      2473.318           64000   11.4         
     11450   300.26426     -407847.82      608.92677      2483.9421          64000   11.45        
     11500   302.15234     -407861.43      819.46612      2499.5613          64000   11.5         
     11550   298.98814     -407836.3       612.44077      2473.3854          64000   11.55        
     11600   301.00348     -407853.29      839.56566      2490.0573          64000   11.6         
     11650   299.31433     -407840.21      553.77948      2476.0838          64000   11.65        
     11700   301.62892     -407858.46      731.4065       2495.2313          64000   11.7         
     11750   297.43336     -407825.37      612.48416      2460.5235          64000   11.75        
     11800   301.28412     -407856.68      798.70232      2492.3789          64000   11.8         
     11850   300.07221     -407846.9       644.9696       2482.3534          64000   11.85        
     11900   298.80489     -407835.12      548.11986      2471.8695          64000   11.9         
     11950   300.80561     -407850.8       728.84748      2488.4204          64000   11.95        
     12000   302.5837      -407866.88      793.45096      2503.1297          64000   12           
     12050   298.35005     -407830.83      625.87898      2468.1068          64000   12.05        
     12100   302.48634     -407864.37      799.99765      2502.3243          64000   12.1         
     12150   300.97456     -407851.76      583.90105      2489.8181          64000   12.15        
     12200   297.37392     -407819.23      689.86657      2460.0317          64000   12.2         
     12250   299.20891     -407836.02      533.40963      2475.2117          64000   12.25        
     12300   300.47007     -407847.19      642.75451      2485.6447          64000   12.3         
     12350   300.07305     -407842.07      835.58165      2482.3603          64000   12.35        
     12400   299.98618     -407841.59      510.04759      2481.6416          64000   12.4         
     12450   303.16286     -407868.83      842.55436      2507.9208          64000   12.45        
     12500   299.22394     -407834.89      681.00388      2475.3361          64000   12.5         
     12550   300.7354      -407846.61      634.41765      2487.8396          64000   12.55        
     12600   303.12965     -407866.35      836.22322      2507.6461          64000   12.6         
     12650   297.90839     -407823.36      638.58358      2464.4531          64000   12.65        
     12700   301.47557     -407851.91      667.85699      2493.9627          64000   12.7         
     12750   299.6086      -407835.79      727.02655      2478.5182          64000   12.75        
     12800   301.30914     -407850.19      690.60153      2492.5859          64000   12.8         
     12850   299.40444     -407831.66      635.64614      2476.8293          64000   12.85        
     12900   299.87611     -407835.99      695.4868       2480.7312          64000   12.9         
     12950   301.80892     -407851.88      686.25917      2496.7203          64000   12.95        
     13000   300.51484     -407840.64      823.07624      2486.015           64000   13           
     13050   300.87009     -407845.02      682.22041      2488.9538          64000   13.05        
     13100   300.11085     -407839.92      659.61055      2482.673           64000   13.1         
     13150   301.25768     -407848.72      761.90258      2492.1602          64000   13.15        
     13200   301.35052     -407849.05      758.28032      2492.9282          64000   13.2         
     13250   298.61579     -407827.87      531.10591      2470.3051          64000   13.25        
     13300   301.05399     -407847.95      804.55884      2490.4752          64000   13.3         
     13350   298.81871     -407830.55      589.55478      2471.9838          64000   13.35        
     13400   299.85259     -407839.29      728.37238      2480.5365          64000   13.4         
     13450   299.60798     -407836.57      541.84471      2478.513           64000   13.45        
     13500   302.86364     -407862.93      815.69984      2505.4456          64000   13.5         
     13550   302.0377      -407856.97      884.50303      2498.6129          64000   13.55        
     13600   298.44531     -407826.79      502.33788      2468.8948          64000   13.6         
     13650   301.37584     -407850.96      670.60391      2493.1377          64000   13.65        
     13700   302.20049     -407858.43      954.41874      2499.9596          64000   13.7         
     13750   298.29685     -407825.08      498.44426      2467.6666          64000   13.75        
     13800   300.26644     -407842.93      694.99194      2483.9601          64000   13.8         
     13850   298.75084     -407828.94      576.89063      2471.4223          64000   13.85        
     13900   302.63116     -407862.88      905.85799      2503.5223          64000   13.9         
     13950   299.82873     -407838.26      650.11248      2480.3392          64000   13.95        
     14000   302.31057     -407860.72      817.41162      2500.8703          64000   14           
     14050   299.08021     -407833.48      526.7713       2474.147           64000   14.05        
     14100   298.68687     -407828.89      687.13163      2470.8932          64000   14.1         
     14150   302.85332     -407863.16      819.5134       2505.3602          64000   14.15        
     14200   300.90917     -407846.41      703.59547      2489.2771          64000   14.2         
     14250   299.03146     -407829.69      663.03639      2473.7438          64000   14.25        
     14300   302.15981     -407855         767.36436      2499.6231          64000   14.3         
     14350   299.15186     -407830.3       572.2653       2474.7397          64000   14.35        
     14400   302.60239     -407859.05      885.97391      2503.2844          64000   14.4         
     14450   299.08241     -407830.63      654.59733      2474.1652          64000   14.45        
     14500   300.20842     -407842.22      676.10876      2483.4802          64000   14.5         
     14550   300.19181     -407840.87      694.26892      2483.3427          64000   14.55        
     14600   302.77987     -407863.53      874.9189       2504.7526          64000   14.6         
     14650   299.14295     -407832.03      690.18815      2474.666           64000   14.65        
     14700   299.74231     -407837.55      654.9032       2479.6242          64000   14.7         
     14750   300.86103     -407844.53      782.20638      2488.8789          64000   14.75        
     14800   300.79814     -407843.7       724.02807      2488.3587          64000   14.8         
     14850   299.75378     -407835.41      615.65827      2479.7191          64000   14.85        
     14900   300.05648     -407837.53      636.71464      2482.2232          64000   14.9         
     14950   303.47915     -407865.57      1005.9976      2510.5373          64000   14.95        
     15000   299.43536     -407832.15      638.91014      2477.085           64000   15           
     15050   299.62902     -407834.58      584.63521      2478.687           64000   15.05        
     15100   301.17811     -407849.18      794.69235      2491.5019          64000   15.1         
     15150   299.86967     -407836.72      648.03078      2480.6779          64000   15.15        
     15200   301.58309     -407852.11      811.37719      2494.8521          64000   15.2         
     15250   300.96755     -407845.46      688.40359      2489.7601          64000   15.25        
     15300   299.85959     -407835.63      591.3171       2480.5944          64000   15.3         
     15350   300.4887      -407841.92      704.51754      2485.7988          64000   15.35        
     15400   298.25921     -407824.39      621.23573      2467.3552          64000   15.4         
     15450   303.05192     -407865.07      826.89736      2507.0031          64000   15.45        
     15500   300.01405     -407839.42      663.44926      2481.8723          64000   15.5         
     15550   300.8428      -407846.9       801.94734      2488.7281          64000   15.55        
     15600   300.65999     -407845.34      723.56302      2487.2158          64000   15.6         
     15650   301.65894     -407854.56      871.68512      2495.4796          64000   15.65        
     15700   299.32321     -407834.64      566.06571      2476.1572          64000   15.7         
     15750   297.94608     -407821.72      510.19829      2464.7649          64000   15.75        
     15800   300.57295     -407844.29      780.40309      2486.4957          64000   15.8         
     15850   303.1549      -407866.13      909.43071      2507.855           64000   15.85        
     15900   300.70926     -407845.46      696.99861      2487.6234          64000   15.9         
     15950   298.34026     -407825.68      646.71934      2468.0257          64000   15.95        
     16000   300.01106     -407840.4       563.5815       2481.8475          64000   16           
     16050   301.26932     -407851.11      807.9144       2492.2565          64000   16.05        
     16100   300.93755     -407846.76      770.45731      2489.5119          64000   16.1         
     16150   301.23638     -407849.44      697.37855      2491.984           64000   16.15        
     16200   300.44015     -407842.94      681.74821      2485.3972          64000   16.2         
     16250   300.21573     -407840.83      693.35803      2483.5406          64000   16.25        
     16300   301.75513     -407855.05      793.08704      2496.2753          64000   16.3         
     16350   299.04941     -407830.98      566.03064      2473.8923          64000   16.35        
     16400   300.96098     -407847.49      777.94914      2489.7057          64000   16.4         
     16450   299.11181     -407832.17      513.54232      2474.4084          64000   16.45        
     16500   301.0747      -407849.38      784.21201      2490.6465          64000   16.5         
     16550   301.64384     -407854.51      767.62497      2495.3547          64000   16.55        
     16600   301.40971     -407853.38      761.88282      2493.4179          64000   16.6         
     16650   298.61876     -407831.73      628.28006      2470.3297          64000   16.65        
     16700   299.79654     -407842.16      555.63689      2480.0729          64000   16.7         
     16750   300.82846     -407851.6       789.07598      2488.6095          64000   16.75        
     16800   300.8406      -407852.18      779.56522      2488.7099          64000   16.8         
     16850   299.82195     -407843.8       675.38443      2480.2831          64000   16.85        
     16900   299.99798     -407846.51      689.33104      2481.7393          64000   16.9         
     16950   301.4458      -407858.56      807.50019      2493.7165          64000   16.95        
     17000   297.92974     -407828.59      574.63446      2464.6297          64000   17           
     17050   300.2051      -407847.72      608.34324      2483.4527          64000   17.05        
     17100   299.43093     -407840.37      693.23613      2477.0483          64000   17.1         
     17150   301.44629     -407857.29      717.78931      2493.7205          64000   17.15        
     17200   301.10336     -407854.91      731.3124       2490.8836          64000   17.2         
     17250   300.98995     -407855.16      775.52793      2489.9454          64000   17.25        
     17300   299.43752     -407842.04      726.73884      2477.1029          64000   17.3         
     17350   299.45949     -407842.12      627.94588      2477.2847          64000   17.35        
     17400   299.91247     -407847.35      863.15274      2481.0319          64000   17.4         
     17450   299.95916     -407846.31      609.10985      2481.4182          64000   17.45        
     17500   298.98667     -407840.04      693.89044      2473.3733          64000   17.5         
     17550   299.84829     -407844.6       711.88195      2480.501           64000   17.55        
     17600   302.96198     -407871.8       962.41417      2506.259           64000   17.6         
     17650   297.87371     -407829.95      582.43233      2464.1662          64000   17.65        
     17700   300.60183     -407853.34      801.3237       2486.7346          64000   17.7         
     17750   299.07725     -407839.32      529.49108      2474.1226          64000   17.75        
     17800   301.28195     -407858.17      808.30313      2492.361           64000   17.8         
     17850   299.61341     -407842.47      772.6034       2478.5579          64000   17.85        
     17900   299.59212     -407842.9       665.37798      2478.3818          64000   17.9         
     17950   297.90717     -407828.47      552.46265      2464.443           64000   17.95        
     18000   301.48511     -407857.15      834.81764      2494.0416          64000   18           
     18050   300.248       -407846.72      735.82601      2483.8076          64000   18.05        
     18100   301.24096     -407853.98      677.21395      2492.0219          64000   18.1         
     18150   300.41401     -407846.64      677.62243      2485.1809          64000   18.15        
     18200   301.19874     -407853.55      840.26453      2491.6726          64000   18.2         
     18250   299.5026      -407839.32      547.55884      2477.6412          64000   18.25        
     18300   300.47218     -407847.54      770.24829      2485.6621          64000   18.3         
     18350   298.75008     -407832.58      645.88787      2471.416           64000   18.35        
     18400   301.78445     -407858.49      729.37233      2496.5179          64000   18.4         
     18450   299.72237     -407840.77      661.68347      2479.4593          64000   18.45        
     18500   300.25714     -407844.78      801.918        2483.8832          64000   18.5         
     18550   299.66065     -407838.92      565.23875      2478.9487          64000   18.55        
     18600   301.90324     -407856.74      819.03129      2497.5006          64000   18.6         
     18650   298.8629      -407830.32      658.10818      2472.3493          64000   18.65        
     18700   301.43699     -407851.53      748.53073      2493.6435          64000   18.7         
     18750   298.70257     -407827.94      633.46908      2471.023           64000   18.75        
     18800   301.76333     -407854.33      774.95401      2496.3432          64000   18.8         
     18850   300.72546     -407843.9       699.75506      2487.7574          64000   18.85        
     18900   303.63098     -407867.95      852.90043      2511.7934          64000   18.9         
     18950   299.48092     -407832.24      720.41109      2477.4619          64000   18.95        
     19000   299.3239      -407829.65      691.03668      2476.163           64000   19           
     19050   301.11528     -407845.31      675.28745      2490.9822          64000   19.05        
     19100   299.91639     -407834.83      622.5838       2481.0643          64000   19.1         
     19150   298.91607     -407827.97      684.74211      2472.7892          64000   19.15        
     19200   302.53084     -407857.71      765.0745       2502.6924          64000   19.2         
     19250   301.62184     -407851.12      718.64209      2495.1727          64000   19.25        
     19300   300.35138     -407840.93      703.0237       2484.6628          64000   19.3         
     19350   299.80319     -407836.79      756.44525      2480.1279          64000   19.35        
     19400   301.40926     -407852.35      653.53188      2493.4141          64000   19.4         
     19450   299.26699     -407834.8       688.30165      2475.6922          64000   19.45        
     19500   301.67752     -407855.9       770.17495      2495.6333          64000   19.5         
     19550   300.59098     -407848.39      660.22496      2486.6449          64000   19.55        
     19600   298.29478     -407828.66      578.76197      2467.6495          64000   19.6         
     19650   300.93325     -407850.45      748.86612      2489.4763          64000   19.65        
     19700   299.75425     -407840.44      660.57172      2479.723           64000   19.7         
     19750   300.72095     -407848.83      764.98979      2487.7201          64000   19.75        
     19800   300.65581     -407848.7       645.01462      2487.1812          64000   19.8         
     19850   300.66961     -407847.29      662.58653      2487.2953          64000   19.85        
     19900   298.92983     -407833.7       627.10285      2472.903           64000   19.9         
     19950   301.12005     -407852.35      818.74507      2491.0216          64000   19.95        
     20000   299.46093     -407838.23      635.07405      2477.2966          64000   20           
Loop time of 1979.76 on 4 procs for 16000 steps with 64000 atoms

Performance: 0.698 ns/day, 34.371 hours/ns, 8.082 timesteps/s
98.4% CPU use with 4 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 1678.2     | 1685.6     | 1702.6     |  24.0 | 85.14
Bond    | 0.0053591  | 0.0056808  | 0.0063886  |   0.5 |  0.00
Neigh   | 0          | 0          | 0          |   0.0 |  0.00
Comm    | 159.71     | 176.69     | 184.07     |  74.3 |  8.92
Output  | 98.443     | 98.449     | 98.467     |   0.1 |  4.97
Modify  | 13.877     | 13.939     | 14.007     |   1.3 |  0.70
Other   |            | 5.056      |            |       |  0.26

Nlocal:          16000 ave       16014 max       15977 min
Histogram: 1 0 0 0 0 0 1 0 1 1
Nghost:          10735 ave       10758 max       10721 min
Histogram: 1 1 0 1 0 0 0 0 0 1
Neighs:              0 ave           0 max           0 min
Histogram: 4 0 0 0 0 0 0 0 0 0
FullNghs:       735860 ave      736509 max      734797 min
Histogram: 1 0 0 0 0 0 1 0 1 1

Total # of neighbors = 2943438
Ave neighs/atom = 45.991219
Ave special neighs/atom = 0
Neighbor list builds = 0
Dangerous builds = 0
# -------------------------------------
group           PKA id 33684
1 atoms in group PKA
velocity        PKA set 214.2527317 642.7581950 1071.2636584
# -------------------------------------
fix             D1 all dt/reset 100 0.0001 0.1 0.017   units box
fix             N2 all nve

run             50000 upto
Per MPI rank memory allocation (min/avg/max) = 19.13 | 19.13 | 19.13 Mbytes
   Step          Temp          E_pair         Press          KinEng        Atoms         Time     
     20000   582.12852     -407838.23      4394.8968      4815.6699          64000   20           
     20050   577.91121     -407803.13      4502.6164      4780.7821          64000   20.005       
     20100   576.18433     -407788.68      4588.4022      4766.4964          64000   20.01        
     20150   567.70325     -407718.82      4758.7212      4696.3365          64000   20.015       
     20200   551.45649     -407584.43      5052.3411      4561.9349          64000   20.02        
     20250   538.93477     -407481.03      5442.3372      4458.3487          64000   20.025       
     20300   536.59074     -407461.55      5739.6575      4438.9576          64000   20.03        
     20350   527.1493      -407383.56      6176.7443      4360.8531          64000   20.035       
     20400   512.23943     -407259.82      6633.2505      4237.511           64000   20.04        
     20450   507.41958     -407219.91      7268.2629      4197.6387          64000   20.045       
     20500   496.08513     -407126.24      8020.421       4103.8742          64000   20.05        
     20550   487.69312     -407057.06      8296.4967      4034.4511          64000   20.055       
     20600   471.37195     -406922.34      8551.5859      3899.4339          64000   20.06        
     20650   473.48245     -406940.16      8761.9818      3916.8931          64000   20.065       
     20700   462.58021     -406850.17      8856.4098      3826.7041          64000   20.07        
     20750   451.40044     -406757.87      8889.045       3734.2192          64000   20.075       
     20800   442.45668     -406683.92      8678.7511      3660.2317          64000   20.08        
     20850   439.12325     -406656.53      8417.1919      3632.6559          64000   20.085882    
     20900   426.11351     -406549.44      8329.9366      3525.0326          64000   20.091764    
     20950   419.54561     -406496.16      8004.2435      3470.6994          64000   20.098392    
     21000   416.33162     -406471.33      7613.1551      3444.1117          64000   20.10502     
     21050   411.65435     -406434.85      7162.6501      3405.4188          64000   20.112006    
     21100   408.66695     -406412.18      6904.6072      3380.7056          64000   20.118993    
     21150   403.27297     -406370         6702.5581      3336.0838          64000   20.128598    
     21200   404.43965     -406381.99      6604.8936      3345.7351          64000   20.138203    
     21250   405.15781     -406390.68      6966.0607      3351.6761          64000   20.148295    
     21300   407.897       -406416.5       6881.0532      3374.3361          64000   20.158386    
     21350   406.70951     -406411.44      7065.93        3364.5126          64000   20.171233    
     21400   407.50455     -406423.26      6793.32        3371.0896          64000   20.18408     
     21450   406.44211     -406419.95      6969.1305      3362.3005          64000   20.195813    
     21500   401.60412     -406385.46      6983.2238      3322.2781          64000   20.207546    
     21550   403.29319     -406405.13      6643.7607      3336.251           64000   20.221127    
     21600   404.41186     -406420.98      6295.809       3345.5052          64000   20.234708    
     21650   405.06301     -406433.18      6369.168       3350.8919          64000   20.246766    
     21700   408.31449     -406467.02      6368.7823      3377.7898          64000   20.258824    
     21750   404.0085      -406440.14      6278.4265      3342.1684          64000   20.272533    
     21800   402.34528     -406434.2       6170.0679      3328.4094          64000   20.286241    
     21850   402.7599      -406444.34      6073.6271      3331.8394          64000   20.298711    
     21900   402.63605     -406450.66      6059.5814      3330.8148          64000   20.311181    
     21950   403.8118      -406469.43      6406.317       3340.5412          64000   20.326262    
     22000   403.15976     -406474.18      6070.2854      3335.1472          64000   20.341343    
     22050   401.75013     -406472.18      5863.8335      3323.486           64000   20.356286    
     22100   401.80277     -406481.44      5720.9687      3323.9215          64000   20.37123     
     22150   401.74762     -406490.4       5509.28        3323.4652          64000   20.386804    
     22200   400.97274     -406493.23      5382.5831      3317.055           64000   20.402378    
     22250   402.51589     -406512.87      5415.7389      3329.8208          64000   20.414137    
     22300   401.09262     -406507.6       5610.9845      3318.0467          64000   20.425896    
     22350   401.44432     -406519.24      5444.0606      3320.9562          64000   20.440721    
     22400   401.22502     -406525.88      5255.6395      3319.142           64000   20.455546    
     22450   397.01422     -406496.84      4973.5029      3284.3081          64000   20.467578    
     22500   398.00049     -406510.79      4736.6093      3292.467           64000   20.479611    
     22550   400.30691     -406537.93      4860.5995      3311.547           64000   20.494944    
     22600   401.39292     -406554.81      5048.3661      3320.531           64000   20.510277    
     22650   400.28332     -406554.32      4989.3603      3311.3518          64000   20.525522    
     22700   399.46987     -406555.07      4780.1769      3304.6225          64000   20.540767    
     22750   398.48097     -406553.6       4485.7731      3296.4418          64000   20.55657     
     22800   398.14188     -406557.55      4718.6629      3293.6367          64000   20.572372    
     22850   400.98605     -406588.43      4666.0618      3317.1651          64000   20.588714    
     22900   400.24716     -406590.03      4720.9013      3311.0526          64000   20.605056    
     22950   395.79825     -406560.37      4416.2015      3274.2489          64000   20.620322    
     23000   396.64154     -406574.04      4516.144       3281.2251          64000   20.635588    
     23050   397.2672      -406586.52      4381.2064      3286.4008          64000   20.651264    
     23100   400.08541     -406617.69      4391.6249      3309.7145          64000   20.666941    
     23150   399.26521     -406617.52      4126.3761      3302.9295          64000   20.680464    
     23200   400.62899     -406634.97      4228.3533      3314.2113          64000   20.693987    
     23250   398.97463     -406629.15      4327.5559      3300.5256          64000   20.709433    
     23300   394.88061     -406603.05      4300.9951      3266.6577          64000   20.724879    
     23350   394.33053     -406605.85      4275.5756      3262.1072          64000   20.739855    
     23400   395.90924     -406626.04      4186.8806      3275.1671          64000   20.754831    
     23450   398.29909     -406654.77      4140.1244      3294.9372          64000   20.771033    
     23500   395.12103     -406637.6       4115.3737      3268.6466          64000   20.787234    
     23550   394.95049     -406644.84      3921.1394      3267.2358          64000   20.803123    
     23600   397.99737     -406678.58      3965.7118      3292.4412          64000   20.819011    
     23650   398.6286      -406692.84      4019.2284      3297.663           64000   20.836245    
     23700   394.03296     -406663.48      3744.6598      3259.6456          64000   20.853479    
     23750   392.35109     -406657.79      3749.9915      3245.7322          64000   20.870722    
     23800   392.15859     -406663.88      3815.5004      3244.1397          64000   20.887965    
     23850   391.54222     -406665.83      3790.1291      3239.0408          64000   20.90402     
     23900   388.02654     -406643.04      3682.4571      3209.9573          64000   20.920075    
     23950   388.74939     -406654.85      3558.2024      3215.9371          64000   20.937315    
     24000   388.61792     -406660.75      3680.9225      3214.8496          64000   20.954556    
     24050   389.65513     -406676.55      3651.7618      3223.4298          64000   20.972722    
     24100   389.66752     -406684.77      3636.1329      3223.5324          64000   20.990888    
     24150   387.86291     -406676.76      3606.718       3208.6037          64000   21.009405    
     24200   389.80743     -406701.97      3611.5888      3224.6898          64000   21.027922    
     24250   390.76872     -406717.84      3664.6946      3232.6421          64000   21.043532    
     24300   391.55383     -406732.2       3689.8051      3239.1369          64000   21.059141    
     24350   389.5537      -406723.87      3478.3152      3222.5908          64000   21.074669    
     24400   391.55178     -406749.14      3434.8685      3239.1199          64000   21.090196    
     24450   393.56199     -406777.36      3594.6722      3255.7495          64000   21.108625    
     24500   392.32299     -406777.2       3260.3984      3245.4998          64000   21.127054    
     24550   390.94825     -406775.24      3036.955       3234.1272          64000   21.144768    
     24600   390.13679     -406777.21      3081.6742      3227.4144          64000   21.162481    
     24650   390.02316     -406784.18      3355.0707      3226.4744          64000   21.180199    
     24700   387.23755     -406768.99      3207.7168      3203.4304          64000   21.197917    
     24750   385.01618     -406758.28      3071.7745      3185.0541          64000   21.216371    
     24800   382.65085     -406744.85      3040.4362      3165.4868          64000   21.234824    
     24850   383.56179     -406757.37      2973.0325      3173.0226          64000   21.251339    
     24900   382.64899     -406754.8       3052.2399      3165.4714          64000   21.267854    
     24950   384.54253     -406776.64      3036.0077      3181.1357          64000   21.286684    
     25000   386.04734     -406796.5       3321.5081      3193.5844          64000   21.305514    
     25050   387.88712     -406820.14      3064.3446      3208.804           64000   21.325468    
     25100   386.66435     -406819.93      3468.8545      3198.6886          64000   21.345422    
     25150   385.94665     -406822.69      3511.0471      3192.7514          64000   21.363105    
     25200   384.22748     -406816.73      3489.0982      3178.5295          64000   21.380788    
     25250   381.47218     -406800.68      3527.0764      3155.7363          64000   21.396979    
     25300   379.82104     -406793.04      3480.3269      3142.0772          64000   21.41317     
     25350   379.22111     -406795.63      3427.7324      3137.1142          64000   21.433282    
     25400   377.4217      -406786.68      3344.1795      3122.2285          64000   21.453394    
     25450   377.52645     -406793.52      3002.9176      3123.0951          64000   21.472977    
     25500   377.49293     -406801.44      3054.1328      3122.8178          64000   21.49256     
     25550   378.29897     -406815.14      2940.1422      3129.4858          64000   21.511108    
     25600   380.25467     -406839.13      3100.4654      3145.6644          64000   21.529656    
     25650   380.32075     -406848.9       3244.122       3146.211           64000   21.551977    
     25700   377.95773     -406838.3       3195.2723      3126.6629          64000   21.574298    
     25750   378.05779     -406845.53      3184.6959      3127.4906          64000   21.593547    
     25800   377.22997     -406844.82      3152.7079      3120.6425          64000   21.612796    
     25850   379.29683     -406868.12      3098.4214      3137.7406          64000   21.633429    
     25900   380.48085     -406886.15      3051.0918      3147.5355          64000   21.654062    
     25950   380.56853     -406896.45      3051.7536      3148.2608          64000   21.674322    
     26000   378.57561     -406888.77      2952.2859      3131.7743          64000   21.694583    
     26050   377.6459      -406888.16      2616.3882      3124.0833          64000   21.714281    
     26100   377.86775     -406897.59      2827.8878      3125.9185          64000   21.733978    
     26150   376.80152     -406896.55      2823.1422      3117.0981          64000   21.755366    
     26200   374.25203     -406882.59      2575.4561      3096.0075          64000   21.776753    
     26250   374.47611     -406890.68      2546.6328      3097.8611          64000   21.79666     
     26300   374.97342     -406902.05      2701.3906      3101.9751          64000   21.816567    
     26350   374.71347     -406907.52      2573.8469      3099.8247          64000   21.838615    
     26400   373.65081     -406906.91      2603.0041      3091.0338          64000   21.860663    
     26450   371.98886     -406899.37      2558.4371      3077.2853          64000   21.882344    
     26500   370.9936      -406897.47      2188.2398      3069.052           64000   21.904026    
     26550   373.45379     -406923.32      2263.199       3089.4039          64000   21.925426    
     26600   373.96929     -406935.09      2367.9387      3093.6684          64000   21.946826    
     26650   374.38513     -406945.13      2297.8283      3097.1085          64000   21.965296    
     26700   370.60448     -406919.65      2231.3688      3065.833           64000   21.983765    
     26750   372.42717     -406941.69      2191.172       3080.9112          64000   22.00646     
     26800   371.19482     -406937.4       2386.7937      3070.7166          64000   22.029155    
     26850   369.54818     -406929.53      2122.2749      3057.0948          64000   22.049561    
     26900   371.97126     -406956.5       2344.511       3077.1397          64000   22.069968    
     26950   370.76149     -406953.12      2398.2373      3067.1318          64000   22.09337     
     27000   368.78749     -406943.84      2554.1128      3050.8019          64000   22.116772    
     27050   369.12104     -406952.96      2655.3873      3053.5612          64000   22.141708    
     27100   368.80888     -406957.65      2857.0933      3050.9789          64000   22.166643    
     27150   366.13516     -406942.53      2773.2993      3028.8605          64000   22.190477    
     27200   366.85666     -406955.21      2830.671       3034.8291          64000   22.214311    
     27250   365.44294     -406950.92      2869.5141      3023.1341          64000   22.237736    
     27300   365.02474     -406955.99      2943.619       3019.6745          64000   22.261161    
     27350   367.42964     -406986.3       2788.1436      3039.569           64000   22.288538    
     27400   367.58615     -406996.1       2813.9688      3040.8638          64000   22.315915    
     27450   366.63396     -406994.77      2752.2583      3032.9868          64000   22.338837    
     27500   366.28999     -406997.84      2696.7135      3030.1413          64000   22.36176     
     27550   365.97844     -407000.7       2494.5077      3027.564           64000   22.384321    
     27600   361.76413     -406970.2       2435.3357      2992.701           64000   22.406883    
     27650   361.68024     -406973.14      2321.3617      2992.0071          64000   22.429496    
     27700   361.93892     -406977.42      2236.9941      2994.1469          64000   22.45211     
     27750   360.78169     -406972.07      2159.7058      2984.5738          64000   22.475677    
     27800   361.00319     -406979.31      2025.98        2986.4061          64000   22.499244    
     27850   361.25941     -406984.66      1998.2095      2988.5257          64000   22.522265    
     27900   363.87471     -407010.34      2220.2097      3010.1608          64000   22.545286    
     27950   366.38242     -407037.35      2414.2605      3030.9059          64000   22.571022    
     28000   365.66332     -407038.27      2411.4757      3024.9572          64000   22.596757    
     28050   361.67934     -407011.74      2572.0328      2991.9996          64000   22.622824    
     28100   360.67962     -407009.88      2859.9689      2983.7294          64000   22.64889     
     28150   362.7253      -407032.43      2708.9788      3000.6523          64000   22.671362    
     28200   360.35803     -407018.33      2617.7443      2981.069           64000   22.693834    
     28250   360.52102     -407025.42      2738.8392      2982.4173          64000   22.719844    
